names,ratings,locations,latitude,longitude
Vancouver Best Cookies,4.5,1507 Powell Street,49.277333,-123.087359
Vankoshary Eats,4.5,1205 East Hastings Street,49.277333,-123.087359
Manpuku Bento,4.5,288 E Pender Street,49.277333,-123.087359
Barbara,4.5,305 East Pender Street,49.277333,-123.087359
Urban Tadka,5.0,1370 E Georgia St,49.273103,-123.069892
Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.273103,-123.069892
Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.273103,-123.069892
Royal Palace Seafood,5.0,2163 East Hastings Street,49.273103,-123.069892
Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.273103,-123.069892
Antojos y Sabores,5.0,1370 East Georgia Street,49.273103,-123.069892
Brick N Cheese,5.0,1370 E georgia Street,49.273103,-123.069892
Angelove Bubble Tea,4.5,2228 E Hastings St,49.273103,-123.069892
Renzullo Food Market,4.5,1370 Nanaimo Street,49.273103,-123.069892
Nonna's Cucina,4.5,2166 East Hastings Street,49.273103,-123.069892
Caffe La Tana,4.5,635 Commercial Drive,49.273103,-123.069892
Oidé Coffee,4.5,550 Clark Drive,49.273103,-123.069892
VV Tapas Lounge,4.5,957 E Hastings Street,49.273103,-123.069892
Mogu Fried Chicken,4.5,1012 Commercial Drive,49.273103,-123.069892
Earnest Ice Cream,4.5,1485 Frances Street,49.273103,-123.069892
Yan Bakery,4.5,2070 East Hastings Street,49.273103,-123.069892
Vankoshary Eats,4.5,1205 East Hastings Street,49.273103,-123.069892
Absinthe Bistro,4.5,952 Commercial Drive,49.273103,-123.069892
Pennyroyal Coffee,4.5,2263 E Hastings Street,49.273103,-123.069892
Cozen,4.5,1441 Commercial Drive,49.273103,-123.069892
Golftec,5.0,763 Terminal Avenue,49.261973,-123.09725
Cookies of Course,5.0,,49.261973,-123.09725
Camion Cafe,5.0,,49.261973,-123.09725
Mount Pleasant Park,5.0,3161 Ontario Street,49.261973,-123.09725
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.261973,-123.09725
L'atelier Patisserie,4.5,599 East Broadway,49.261973,-123.09725
Honolulu Coffee,4.5,97 West 2nd Avenue,49.261973,-123.09725
Rolling Cashew,4.5,401 Industrial Avenue,49.261973,-123.09725
Cilantro Indian Cuisine,4.5,189 W Broadway,49.261973,-123.09725
Superbaba,4.5,2419 Main St,49.261973,-123.09725
The Mighty Oak,4.5,198 W 18th Avenue,49.261973,-123.09725
Suyo Modern Peruvian,4.5,3475 Main Street,49.261973,-123.09725
The Watson,5.0,3080 Main Street,49.261973,-123.09725
Dog Meister,5.0,2949 Main Street,49.261973,-123.09725
Taco Nori Sushi Tacos,4.5,,49.261973,-123.09725
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.261973,-123.09725
Jonathan Rogers Park,4.5,110 7 Avenue W,49.261973,-123.09725
Sushi Hil,4.5,3330 Main Street,49.261973,-123.09725
Cafe Tica,4.5,2408 Alberta Street,49.261973,-123.09725
Carp,4.5,2516 Prince Edward Street,49.261973,-123.09725
Grab N Go,5.0,1207 Hamilton Street,49.275295,-123.132585
Sushi Flamingo,5.0,1-1855 Burrad Street,49.275295,-123.132585
That’s It Cafe,5.0,1612 West 1st Avenue,49.275295,-123.132585
Parker Rooftop,5.0,1379 Howe Street,49.275295,-123.132585
Okeya Kyujiro,5.0,1038 Mainland Street,49.275295,-123.132585
Sake Dining Hashigo,5.0,1265 Granville St,49.275295,-123.132585
Cardero Cafe,5.0,1105 Davie St,49.275295,-123.132585
inBtwn Cafe,5.0,1625 Hornby Street,49.275295,-123.132585
Manoush'eh,5.0,620 Davie Street,49.275295,-123.132585
Number E Food,5.0,1308 Burrard Street,49.275295,-123.132585
George Wainborn Park,5.0,450 Beach Crescent,49.275295,-123.132585
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.275295,-123.132585
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.275295,-123.132585
Keto Caveman Davie,5.0,1230 Davie Street,49.275295,-123.132585
Tru Cafe,5.0,1500 West 2nd Avenue,49.275295,-123.132585
Incognito Coffee,4.5,843 Seymour Street,49.275295,-123.132585
Starbucks,4.5,1088 Burrard Street,49.275295,-123.132585
Tom Sushi,4.5,1175 Davie St,49.275295,-123.132585
Long Table Distillery,4.5,1451 Hornby Street,49.275295,-123.132585
Davie Village Bakery,4.5,1216 Davie Street,49.275295,-123.132585
Marine Building,5.0,355 Burrard St,49.285871,-123.12105
Cardero Cafe,5.0,1105 Davie St,49.285871,-123.12105
Ssong's Hotdog,5.0,795 Jervis Street,49.285871,-123.12105
The Magnet,5.0,309 W Pender Street,49.285871,-123.12105
Number E Food,5.0,1308 Burrard Street,49.285871,-123.12105
Social Crust,5.0,335 W Pender St,49.285871,-123.12105
Rainbow Park,5.0,872 Richards Street,49.285871,-123.12105
Jack Poole Plaza,5.0,1055 Canada Place,49.285871,-123.12105
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285871,-123.12105
Keto Caveman Davie,5.0,1230 Davie Street,49.285871,-123.12105
Smithe Salad,4.5,191 Smithe Street,49.285871,-123.12105
Incognito Coffee,4.5,843 Seymour Street,49.285871,-123.12105
VAN CHA,4.5,433 Hornby Street,49.285871,-123.12105
Starbucks,4.5,1088 Burrard Street,49.285871,-123.12105
Le Parfait,4.5,812 Homer Street,49.285871,-123.12105
Yasma,4.5,550 Denman Street,49.285871,-123.12105
Tom Sushi,4.5,1175 Davie St,49.285871,-123.12105
Ignite Pizzeria,4.5,987 Mainland Street,49.285871,-123.12105
Davie Village Bakery,4.5,1216 Davie Street,49.285871,-123.12105
Amante Bakery,4.5,590 Robson St,49.285871,-123.12105
Parker Rooftop,5.0,1379 Howe Street,49.284893,-123.128685
93 Coffee,5.0,1789 Comox Street,49.284893,-123.128685
Marine Building,5.0,355 Burrard St,49.284893,-123.128685
Sake Dining Hashigo,5.0,1265 Granville St,49.284893,-123.128685
Cardero Cafe,5.0,1105 Davie St,49.284893,-123.128685
Arike Restaurant,5.0,1725 Davie St,49.284893,-123.128685
Ssong's Hotdog,5.0,795 Jervis Street,49.284893,-123.128685
Manoush'eh,5.0,620 Davie Street,49.284893,-123.128685
Number E Food,5.0,1308 Burrard Street,49.284893,-123.128685
Rainbow Park,5.0,872 Richards Street,49.284893,-123.128685
Big Bang Sushi,5.0,1103 Denman St,49.284893,-123.128685
Jack Poole Plaza,5.0,1055 Canada Place,49.284893,-123.128685
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.284893,-123.128685
Keto Caveman Davie,5.0,1230 Davie Street,49.284893,-123.128685
7 Days Coffee,5.0,920 Beatty Street,49.284893,-123.128685
Smithe Salad,4.5,191 Smithe Street,49.284893,-123.128685
Incognito Coffee,4.5,843 Seymour Street,49.284893,-123.128685
VAN CHA,4.5,433 Hornby Street,49.284893,-123.128685
Starbucks,4.5,1088 Burrard Street,49.284893,-123.128685
Le Parfait,4.5,812 Homer Street,49.284893,-123.128685
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.263962,-123.112621
WA-2!,5.0,1795 Powell Street,49.263962,-123.112621
La Taqueria Food Truck,5.0,,49.263962,-123.112621
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.263962,-123.112621
Mount Pleasant Park,5.0,3161 Ontario Street,49.263962,-123.112621
Uno Gelato,4.5,601 Stamps Landing,49.263962,-123.112621
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.263962,-123.112621
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.263962,-123.112621
Sweet Spot,4.5,1178 Marinaside Crescent,49.263962,-123.112621
Lumiere Cafe,4.5,521 West Broadway,49.263962,-123.112621
Honolulu Coffee,4.5,97 West 2nd Avenue,49.263962,-123.112621
Rolling Cashew,4.5,401 Industrial Avenue,49.263962,-123.112621
Hot Cha Cafe,4.5,3306 Cambie Street,49.263962,-123.112621
Cilantro Indian Cuisine,4.5,189 W Broadway,49.263962,-123.112621
Superbaba,4.5,2419 Main St,49.263962,-123.112621
Deja Brew,4.5,943 W Broadway,49.263962,-123.112621
David Lam Park,4.5,1300 Pacific Blvd,49.263962,-123.112621
River's Sushi,5.0,678 W Broadway,49.263962,-123.112621
Frostbites Shave Ice,5.0,,49.263962,-123.112621
Farm Ventures,5.0,713 Sullivan Road,49.263962,-123.112621
Golftec,5.0,763 Terminal Avenue,49.277615,-123.091654
Johnny's Pops,5.0,,49.277615,-123.091654
The Garden Strathcona,5.0,868 E Hastings Street,49.277615,-123.091654
Prototype Coffee,5.0,883 East Hastings Street,49.277615,-123.091654
Robba Da Matti,5.0,12 Powell St,49.277615,-123.091654
Cookies of Course,5.0,,49.277615,-123.091654
Burdy,5.0,1216 Franklin Street,49.277615,-123.091654
West Hotel & Bar,5.0,488 Carrall St,49.277615,-123.091654
Say Hello Sweets,5.0,620 Quebec Street,49.277615,-123.091654
Tekkaba,4.5,68 E Cordova Street,49.277615,-123.091654
Le Petit Belge,4.5,1007 Main Street,49.277615,-123.091654
Aiyaohno Cafe,4.5,425 Carrall Street,49.277615,-123.091654
VV Tapas Lounge,4.5,957 E Hastings Street,49.277615,-123.091654
The Chinese Tea Shop,4.5,101 E Pender Street,49.277615,-123.091654
Rolling Cashew,4.5,401 Industrial Avenue,49.277615,-123.091654
Gastronomy Gastown,4.5,62 East Cordova Street,49.277615,-123.091654
Vankoshary Eats,4.5,1205 East Hastings Street,49.277615,-123.091654
Manpuku Bento,4.5,288 E Pender Street,49.277615,-123.091654
Barbara,4.5,305 East Pender Street,49.277615,-123.091654
Kouign Café,4.5,18 East Pender Street,49.277615,-123.091654
Grab N Go,5.0,1207 Hamilton Street,49.282214,-123.114101
Marine Building,5.0,355 Burrard St,49.282214,-123.114101
Okeya Kyujiro,5.0,1038 Mainland Street,49.282214,-123.114101
Sake Dining Hashigo,5.0,1265 Granville St,49.282214,-123.114101
Manoush'eh,5.0,620 Davie Street,49.282214,-123.114101
The Magnet,5.0,309 W Pender Street,49.282214,-123.114101
Sooda Korean BBQ,5.0,60 West Cordova Street,49.282214,-123.114101
Robba Da Matti,5.0,12 Powell St,49.282214,-123.114101
Social Crust,5.0,335 W Pender St,49.282214,-123.114101
Rainbow Park,5.0,872 Richards Street,49.282214,-123.114101
Jack Poole Plaza,5.0,1055 Canada Place,49.282214,-123.114101
West Hotel & Bar,5.0,488 Carrall St,49.282214,-123.114101
Say Hello Sweets,5.0,620 Quebec Street,49.282214,-123.114101
7 Days Coffee,5.0,920 Beatty Street,49.282214,-123.114101
Smithe Salad,4.5,191 Smithe Street,49.282214,-123.114101
Incognito Coffee,4.5,843 Seymour Street,49.282214,-123.114101
Passione Gelato,4.5,55 Smithe Street,49.282214,-123.114101
VAN CHA,4.5,433 Hornby Street,49.282214,-123.114101
Starbucks,4.5,1088 Burrard Street,49.282214,-123.114101
Le Parfait,4.5,812 Homer Street,49.282214,-123.114101
Golftec,5.0,763 Terminal Avenue,49.266456,-123.100324
Cookies of Course,5.0,,49.266456,-123.100324
La Taqueria Food Truck,5.0,,49.266456,-123.100324
Camion Cafe,5.0,,49.266456,-123.100324
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.266456,-123.100324
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.266456,-123.100324
L'atelier Patisserie,4.5,599 East Broadway,49.266456,-123.100324
Honolulu Coffee,4.5,97 West 2nd Avenue,49.266456,-123.100324
Rolling Cashew,4.5,401 Industrial Avenue,49.266456,-123.100324
Cilantro Indian Cuisine,4.5,189 W Broadway,49.266456,-123.100324
Superbaba,4.5,2419 Main St,49.266456,-123.100324
Frostbites Shave Ice,5.0,,49.266456,-123.100324
TAKE URBAN,4.5,1019 Main St,49.266456,-123.100324
The Watson,5.0,3080 Main Street,49.266456,-123.100324
City of Vancouver,4.5,453 West 12th Avenue,49.266456,-123.100324
On the Grind - Pedalling Epic Coffee,5.0,,49.266456,-123.100324
Dog Meister,5.0,2949 Main Street,49.266456,-123.100324
Taco Nori Sushi Tacos,4.5,,49.266456,-123.100324
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.266456,-123.100324
Jonathan Rogers Park,4.5,110 7 Avenue W,49.266456,-123.100324
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.268216,-123.103168
WA-2!,5.0,1795 Powell Street,49.268216,-123.103168
Cookies of Course,5.0,,49.268216,-123.103168
La Taqueria Food Truck,5.0,,49.268216,-123.103168
Camion Cafe,5.0,,49.268216,-123.103168
7 Days Coffee,5.0,920 Beatty Street,49.268216,-123.103168
Smithe Salad,4.5,191 Smithe Street,49.268216,-123.103168
Passione Gelato,4.5,55 Smithe Street,49.268216,-123.103168
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.268216,-123.103168
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.268216,-123.103168
L'atelier Patisserie,4.5,599 East Broadway,49.268216,-123.103168
Le Petit Belge,4.5,1007 Main Street,49.268216,-123.103168
Lumiere Cafe,4.5,521 West Broadway,49.268216,-123.103168
Honolulu Coffee,4.5,97 West 2nd Avenue,49.268216,-123.103168
Rolling Cashew,4.5,401 Industrial Avenue,49.268216,-123.103168
Cilantro Indian Cuisine,4.5,189 W Broadway,49.268216,-123.103168
Superbaba,4.5,2419 Main St,49.268216,-123.103168
Frostbites Shave Ice,5.0,,49.268216,-123.103168
Farm Ventures,5.0,713 Sullivan Road,49.268216,-123.103168
The Real Patty Co,5.0,,49.268216,-123.103168
Marine Building,5.0,355 Burrard St,49.284554,-123.111031
Okeya Kyujiro,5.0,1038 Mainland Street,49.284554,-123.111031
The Magnet,5.0,309 W Pender Street,49.284554,-123.111031
Sooda Korean BBQ,5.0,60 West Cordova Street,49.284554,-123.111031
Robba Da Matti,5.0,12 Powell St,49.284554,-123.111031
Social Crust,5.0,335 W Pender St,49.284554,-123.111031
Rainbow Park,5.0,872 Richards Street,49.284554,-123.111031
Jack Poole Plaza,5.0,1055 Canada Place,49.284554,-123.111031
West Hotel & Bar,5.0,488 Carrall St,49.284554,-123.111031
Say Hello Sweets,5.0,620 Quebec Street,49.284554,-123.111031
7 Days Coffee,5.0,920 Beatty Street,49.284554,-123.111031
Smithe Salad,4.5,191 Smithe Street,49.284554,-123.111031
Incognito Coffee,4.5,843 Seymour Street,49.284554,-123.111031
Passione Gelato,4.5,55 Smithe Street,49.284554,-123.111031
VAN CHA,4.5,433 Hornby Street,49.284554,-123.111031
Le Parfait,4.5,812 Homer Street,49.284554,-123.111031
Tekkaba,4.5,68 E Cordova Street,49.284554,-123.111031
Ignite Pizzeria,4.5,987 Mainland Street,49.284554,-123.111031
Hoduya,4.5,86 Keefer Place,49.284554,-123.111031
Amante Bakery,4.5,590 Robson St,49.284554,-123.111031
Grab N Go,5.0,1207 Hamilton Street,49.280216,-123.117639
Parker Rooftop,5.0,1379 Howe Street,49.280216,-123.117639
Marine Building,5.0,355 Burrard St,49.280216,-123.117639
Okeya Kyujiro,5.0,1038 Mainland Street,49.280216,-123.117639
Sake Dining Hashigo,5.0,1265 Granville St,49.280216,-123.117639
Cardero Cafe,5.0,1105 Davie St,49.280216,-123.117639
Ssong's Hotdog,5.0,795 Jervis Street,49.280216,-123.117639
Manoush'eh,5.0,620 Davie Street,49.280216,-123.117639
The Magnet,5.0,309 W Pender Street,49.280216,-123.117639
Sooda Korean BBQ,5.0,60 West Cordova Street,49.280216,-123.117639
Number E Food,5.0,1308 Burrard Street,49.280216,-123.117639
Social Crust,5.0,335 W Pender St,49.280216,-123.117639
Rainbow Park,5.0,872 Richards Street,49.280216,-123.117639
George Wainborn Park,5.0,450 Beach Crescent,49.280216,-123.117639
Jack Poole Plaza,5.0,1055 Canada Place,49.280216,-123.117639
West Hotel & Bar,5.0,488 Carrall St,49.280216,-123.117639
7 Days Coffee,5.0,920 Beatty Street,49.280216,-123.117639
Smithe Salad,4.5,191 Smithe Street,49.280216,-123.117639
Incognito Coffee,4.5,843 Seymour Street,49.280216,-123.117639
Passione Gelato,4.5,55 Smithe Street,49.280216,-123.117639
Grab N Go,5.0,1207 Hamilton Street,49.266314,-123.116011
The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.266314,-123.116011
WA-2!,5.0,1795 Powell Street,49.266314,-123.116011
George Wainborn Park,5.0,450 Beach Crescent,49.266314,-123.116011
La Taqueria Food Truck,5.0,,49.266314,-123.116011
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.266314,-123.116011
Uno Gelato,4.5,601 Stamps Landing,49.266314,-123.116011
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.266314,-123.116011
Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.266314,-123.116011
Sweet Spot,4.5,1178 Marinaside Crescent,49.266314,-123.116011
Lumiere Cafe,4.5,521 West Broadway,49.266314,-123.116011
Obanhmi,4.5,1239 Pacific Boulevard,49.266314,-123.116011
Honolulu Coffee,4.5,97 West 2nd Avenue,49.266314,-123.116011
Rolling Cashew,4.5,401 Industrial Avenue,49.266314,-123.116011
Saucin Staples,4.5,1073 W Broadway,49.266314,-123.116011
Cilantro Indian Cuisine,4.5,189 W Broadway,49.266314,-123.116011
Black Echo Coffee,4.5,1144 Mainland St,49.266314,-123.116011
Deja Brew,4.5,943 W Broadway,49.266314,-123.116011
David Lam Park,4.5,1300 Pacific Blvd,49.266314,-123.116011
River's Sushi,5.0,678 W Broadway,49.266314,-123.116011
mizu sushi co.,5.0,1507 Powell Street,49.280852,-123.084746
Urban Tadka,5.0,1370 E Georgia St,49.280852,-123.084746
Johnny's Pops,5.0,,49.280852,-123.084746
The Garden Strathcona,5.0,868 E Hastings Street,49.280852,-123.084746
Prototype Coffee,5.0,883 East Hastings Street,49.280852,-123.084746
Burdy,5.0,1216 Franklin Street,49.280852,-123.084746
Antojos y Sabores,5.0,1370 East Georgia Street,49.280852,-123.084746
Brick N Cheese,5.0,1370 E georgia Street,49.280852,-123.084746
Henry's Hip Eats,4.5,150-1507 Powell Street,49.280852,-123.084746
Oidé Coffee,4.5,550 Clark Drive,49.280852,-123.084746
VV Tapas Lounge,4.5,957 E Hastings Street,49.280852,-123.084746
Earnest Ice Cream,4.5,1485 Frances Street,49.280852,-123.084746
Vancouver Best Cookies,4.5,1507 Powell Street,49.280852,-123.084746
Vankoshary Eats,4.5,1205 East Hastings Street,49.280852,-123.084746
Manpuku Bento,4.5,288 E Pender Street,49.280852,-123.084746
Barbara,4.5,305 East Pender Street,49.280852,-123.084746
Thank You Pizza,5.0,789 Gore Avenue,49.280852,-123.084746
Yardie Grabz,5.0,,49.280852,-123.084746
Unity Yoga Community,4.5,1536 Venables Street,49.280852,-123.084746
Bar Gobo,5.0,237 Union Street,49.280852,-123.084746
93 Coffee,5.0,1789 Comox Street,49.285512,-123.1384
Sake Dining Hashigo,5.0,1265 Granville St,49.285512,-123.1384
Cardero Cafe,5.0,1105 Davie St,49.285512,-123.1384
Arike Restaurant,5.0,1725 Davie St,49.285512,-123.1384
Ssong's Hotdog,5.0,795 Jervis Street,49.285512,-123.1384
Manoush'eh,5.0,620 Davie Street,49.285512,-123.1384
Number E Food,5.0,1308 Burrard Street,49.285512,-123.1384
Big Bang Sushi,5.0,1103 Denman St,49.285512,-123.1384
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285512,-123.1384
Keto Caveman Davie,5.0,1230 Davie Street,49.285512,-123.1384
English Bay Beach Park,4.5,1700 Beach Avenue,49.285512,-123.1384
Starbucks,4.5,1088 Burrard Street,49.285512,-123.1384
Yasma,4.5,550 Denman Street,49.285512,-123.1384
Tom Sushi,4.5,1175 Davie St,49.285512,-123.1384
Noah's Cafe,4.5,1096 Denman Street,49.285512,-123.1384
Davie Village Bakery,4.5,1216 Davie Street,49.285512,-123.1384
The Red Accordion,4.5,1616 Alberni Street,49.285512,-123.1384
Pho 37,4.5,1578 Robson Street,49.285512,-123.1384
Trish Juice,4.5,981 Hornby Street,49.285512,-123.1384
theKhaykery,4.5,1610 Robson Street,49.285512,-123.1384
Sushi Flamingo,5.0,1-1855 Burrad Street,49.27821,-123.136972
That’s It Cafe,5.0,1612 West 1st Avenue,49.27821,-123.136972
Parker Rooftop,5.0,1379 Howe Street,49.27821,-123.136972
Sake Dining Hashigo,5.0,1265 Granville St,49.27821,-123.136972
Cardero Cafe,5.0,1105 Davie St,49.27821,-123.136972
Arike Restaurant,5.0,1725 Davie St,49.27821,-123.136972
inBtwn Cafe,5.0,1625 Hornby Street,49.27821,-123.136972
Manoush'eh,5.0,620 Davie Street,49.27821,-123.136972
Number E Food,5.0,1308 Burrard Street,49.27821,-123.136972
George Wainborn Park,5.0,450 Beach Crescent,49.27821,-123.136972
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.27821,-123.136972
Keto Caveman Davie,5.0,1230 Davie Street,49.27821,-123.136972
Tru Cafe,5.0,1500 West 2nd Avenue,49.27821,-123.136972
English Bay Beach Park,4.5,1700 Beach Avenue,49.27821,-123.136972
Starbucks,4.5,1088 Burrard Street,49.27821,-123.136972
Tom Sushi,4.5,1175 Davie St,49.27821,-123.136972
Long Table Distillery,4.5,1451 Hornby Street,49.27821,-123.136972
Davie Village Bakery,4.5,1216 Davie Street,49.27821,-123.136972
Trish Juice,4.5,981 Hornby Street,49.27821,-123.136972
Happy Noodle House,4.5,630 Davie Street,49.27821,-123.136972
Parker Rooftop,5.0,1379 Howe Street,49.281301,-123.139108
93 Coffee,5.0,1789 Comox Street,49.281301,-123.139108
Sake Dining Hashigo,5.0,1265 Granville St,49.281301,-123.139108
Cardero Cafe,5.0,1105 Davie St,49.281301,-123.139108
Arike Restaurant,5.0,1725 Davie St,49.281301,-123.139108
Ssong's Hotdog,5.0,795 Jervis Street,49.281301,-123.139108
inBtwn Cafe,5.0,1625 Hornby Street,49.281301,-123.139108
Manoush'eh,5.0,620 Davie Street,49.281301,-123.139108
Number E Food,5.0,1308 Burrard Street,49.281301,-123.139108
George Wainborn Park,5.0,450 Beach Crescent,49.281301,-123.139108
Big Bang Sushi,5.0,1103 Denman St,49.281301,-123.139108
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.281301,-123.139108
Keto Caveman Davie,5.0,1230 Davie Street,49.281301,-123.139108
English Bay Beach Park,4.5,1700 Beach Avenue,49.281301,-123.139108
