,names,ratings,locations,latitude,longitude
3026,Vankoshary Eats,4.5,1205 East Hastings Street,49.277333,-123.087359
3027,Manpuku Bento,4.5,288 E Pender Street,49.277333,-123.087359
3028,Barbara,4.5,305 East Pender Street,49.277333,-123.087359
3029,Urban Tadka,5.0,1370 E Georgia St,49.273103,-123.069892
3030,Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.273103,-123.069892
3031,Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.273103,-123.069892
3032,Royal Palace Seafood,5.0,2163 East Hastings Street,49.273103,-123.069892
3033,Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.273103,-123.069892
3034,Antojos y Sabores,5.0,1370 East Georgia Street,49.273103,-123.069892
3035,Brick N Cheese,5.0,1370 E georgia Street,49.273103,-123.069892
3036,Angelove Bubble Tea,4.5,2228 E Hastings St,49.273103,-123.069892
3037,Renzullo Food Market,4.5,1370 Nanaimo Street,49.273103,-123.069892
3038,Nonna's Cucina,4.5,2166 East Hastings Street,49.273103,-123.069892
3039,Caffe La Tana,4.5,635 Commercial Drive,49.273103,-123.069892
3040,Oidé Coffee,4.5,550 Clark Drive,49.273103,-123.069892
3041,VV Tapas Lounge,4.5,957 E Hastings Street,49.273103,-123.069892
3042,Mogu Fried Chicken,4.5,1012 Commercial Drive,49.273103,-123.069892
3043,Earnest Ice Cream,4.5,1485 Frances Street,49.273103,-123.069892
3044,Yan Bakery,4.5,2070 East Hastings Street,49.273103,-123.069892
3045,Vankoshary Eats,4.5,1205 East Hastings Street,49.273103,-123.069892
3046,Absinthe Bistro,4.5,952 Commercial Drive,49.273103,-123.069892
3047,Pennyroyal Coffee,4.5,2263 E Hastings Street,49.273103,-123.069892
3048,Cozen,4.5,1441 Commercial Drive,49.273103,-123.069892
3049,Golftec,5.0,763 Terminal Avenue,49.261973,-123.09725
3050,Cookies of Course,5.0,,49.261973,-123.09725
3051,Camion Cafe,5.0,,49.261973,-123.09725
3052,Mount Pleasant Park,5.0,3161 Ontario Street,49.261973,-123.09725
3053,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.261973,-123.09725
3054,L'atelier Patisserie,4.5,599 East Broadway,49.261973,-123.09725
3055,Honolulu Coffee,4.5,97 West 2nd Avenue,49.261973,-123.09725
3056,Rolling Cashew,4.5,401 Industrial Avenue,49.261973,-123.09725
3057,Cilantro Indian Cuisine,4.5,189 W Broadway,49.261973,-123.09725
3058,Superbaba,4.5,2419 Main St,49.261973,-123.09725
3059,The Mighty Oak,4.5,198 W 18th Avenue,49.261973,-123.09725
3060,Suyo Modern Peruvian,4.5,3475 Main Street,49.261973,-123.09725
3061,The Watson,5.0,3080 Main Street,49.261973,-123.09725
3062,Dog Meister,5.0,2949 Main Street,49.261973,-123.09725
3063,Taco Nori Sushi Tacos,4.5,,49.261973,-123.09725
3064,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.261973,-123.09725
3065,Jonathan Rogers Park,4.5,110 7 Avenue W,49.261973,-123.09725
3066,Sushi Hil,4.5,3330 Main Street,49.261973,-123.09725
3067,Cafe Tica,4.5,2408 Alberta Street,49.261973,-123.09725
3068,Carp,4.5,2516 Prince Edward Street,49.261973,-123.09725
3069,Grab N Go,5.0,1207 Hamilton Street,49.275295,-123.132585
3070,Sushi Flamingo,5.0,1-1855 Burrad Street,49.275295,-123.132585
3071,That’s It Cafe,5.0,1612 West 1st Avenue,49.275295,-123.132585
3072,Parker Rooftop,5.0,1379 Howe Street,49.275295,-123.132585
3073,Okeya Kyujiro,5.0,1038 Mainland Street,49.275295,-123.132585
3074,Sake Dining Hashigo,5.0,1265 Granville St,49.275295,-123.132585
3075,Cardero Cafe,5.0,1105 Davie St,49.275295,-123.132585
3076,inBtwn Cafe,5.0,1625 Hornby Street,49.275295,-123.132585
3077,Manoush'eh,5.0,620 Davie Street,49.275295,-123.132585
3078,Number E Food,5.0,1308 Burrard Street,49.275295,-123.132585
3079,George Wainborn Park,5.0,450 Beach Crescent,49.275295,-123.132585
3080,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.275295,-123.132585
3081,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.275295,-123.132585
3082,Keto Caveman Davie,5.0,1230 Davie Street,49.275295,-123.132585
3083,Tru Cafe,5.0,1500 West 2nd Avenue,49.275295,-123.132585
3084,Incognito Coffee,4.5,843 Seymour Street,49.275295,-123.132585
3085,Starbucks,4.5,1088 Burrard Street,49.275295,-123.132585
3086,Tom Sushi,4.5,1175 Davie St,49.275295,-123.132585
3087,Long Table Distillery,4.5,1451 Hornby Street,49.275295,-123.132585
3088,Davie Village Bakery,4.5,1216 Davie Street,49.275295,-123.132585
3089,Marine Building,5.0,355 Burrard St,49.285871,-123.12105
3090,Cardero Cafe,5.0,1105 Davie St,49.285871,-123.12105
3091,Ssong's Hotdog,5.0,795 Jervis Street,49.285871,-123.12105
3092,The Magnet,5.0,309 W Pender Street,49.285871,-123.12105
3093,Number E Food,5.0,1308 Burrard Street,49.285871,-123.12105
3094,Social Crust,5.0,335 W Pender St,49.285871,-123.12105
3095,Rainbow Park,5.0,872 Richards Street,49.285871,-123.12105
3096,Jack Poole Plaza,5.0,1055 Canada Place,49.285871,-123.12105
3097,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285871,-123.12105
3098,Keto Caveman Davie,5.0,1230 Davie Street,49.285871,-123.12105
3099,Smithe Salad,4.5,191 Smithe Street,49.285871,-123.12105
3100,Incognito Coffee,4.5,843 Seymour Street,49.285871,-123.12105
3101,VAN CHA,4.5,433 Hornby Street,49.285871,-123.12105
3102,Starbucks,4.5,1088 Burrard Street,49.285871,-123.12105
3103,Le Parfait,4.5,812 Homer Street,49.285871,-123.12105
3104,Yasma,4.5,550 Denman Street,49.285871,-123.12105
3105,Tom Sushi,4.5,1175 Davie St,49.285871,-123.12105
3106,Ignite Pizzeria,4.5,987 Mainland Street,49.285871,-123.12105
3107,Davie Village Bakery,4.5,1216 Davie Street,49.285871,-123.12105
3108,Amante Bakery,4.5,590 Robson St,49.285871,-123.12105
3109,Parker Rooftop,5.0,1379 Howe Street,49.284893,-123.128685
3110,93 Coffee,5.0,1789 Comox Street,49.284893,-123.128685
3111,Marine Building,5.0,355 Burrard St,49.284893,-123.128685
3112,Sake Dining Hashigo,5.0,1265 Granville St,49.284893,-123.128685
3113,Cardero Cafe,5.0,1105 Davie St,49.284893,-123.128685
3114,Arike Restaurant,5.0,1725 Davie St,49.284893,-123.128685
3115,Ssong's Hotdog,5.0,795 Jervis Street,49.284893,-123.128685
3116,Manoush'eh,5.0,620 Davie Street,49.284893,-123.128685
3117,Number E Food,5.0,1308 Burrard Street,49.284893,-123.128685
3118,Rainbow Park,5.0,872 Richards Street,49.284893,-123.128685
3119,Big Bang Sushi,5.0,1103 Denman St,49.284893,-123.128685
3120,Jack Poole Plaza,5.0,1055 Canada Place,49.284893,-123.128685
3121,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.284893,-123.128685
3122,Keto Caveman Davie,5.0,1230 Davie Street,49.284893,-123.128685
3123,7 Days Coffee,5.0,920 Beatty Street,49.284893,-123.128685
3124,Smithe Salad,4.5,191 Smithe Street,49.284893,-123.128685
3125,Incognito Coffee,4.5,843 Seymour Street,49.284893,-123.128685
3126,VAN CHA,4.5,433 Hornby Street,49.284893,-123.128685
3127,Starbucks,4.5,1088 Burrard Street,49.284893,-123.128685
3128,Le Parfait,4.5,812 Homer Street,49.284893,-123.128685
3129,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.263962,-123.112621
3130,WA-2!,5.0,1795 Powell Street,49.263962,-123.112621
3131,La Taqueria Food Truck,5.0,,49.263962,-123.112621
3132,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.263962,-123.112621
3133,Mount Pleasant Park,5.0,3161 Ontario Street,49.263962,-123.112621
3134,Uno Gelato,4.5,601 Stamps Landing,49.263962,-123.112621
3135,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.263962,-123.112621
3136,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.263962,-123.112621
3137,Sweet Spot,4.5,1178 Marinaside Crescent,49.263962,-123.112621
3138,Lumiere Cafe,4.5,521 West Broadway,49.263962,-123.112621
3139,Honolulu Coffee,4.5,97 West 2nd Avenue,49.263962,-123.112621
3140,Rolling Cashew,4.5,401 Industrial Avenue,49.263962,-123.112621
3141,Hot Cha Cafe,4.5,3306 Cambie Street,49.263962,-123.112621
3142,Cilantro Indian Cuisine,4.5,189 W Broadway,49.263962,-123.112621
3143,Superbaba,4.5,2419 Main St,49.263962,-123.112621
3144,Deja Brew,4.5,943 W Broadway,49.263962,-123.112621
3145,David Lam Park,4.5,1300 Pacific Blvd,49.263962,-123.112621
3146,River's Sushi,5.0,678 W Broadway,49.263962,-123.112621
3147,Frostbites Shave Ice,5.0,,49.263962,-123.112621
3148,Farm Ventures,5.0,713 Sullivan Road,49.263962,-123.112621
3149,Golftec,5.0,763 Terminal Avenue,49.277615,-123.091654
3150,Johnny's Pops,5.0,,49.277615,-123.091654
3151,The Garden Strathcona,5.0,868 E Hastings Street,49.277615,-123.091654
3152,Prototype Coffee,5.0,883 East Hastings Street,49.277615,-123.091654
3153,Robba Da Matti,5.0,12 Powell St,49.277615,-123.091654
3154,Cookies of Course,5.0,,49.277615,-123.091654
3155,Burdy,5.0,1216 Franklin Street,49.277615,-123.091654
3156,West Hotel & Bar,5.0,488 Carrall St,49.277615,-123.091654
3157,Say Hello Sweets,5.0,620 Quebec Street,49.277615,-123.091654
3158,Tekkaba,4.5,68 E Cordova Street,49.277615,-123.091654
3159,Le Petit Belge,4.5,1007 Main Street,49.277615,-123.091654
3160,Aiyaohno Cafe,4.5,425 Carrall Street,49.277615,-123.091654
3161,VV Tapas Lounge,4.5,957 E Hastings Street,49.277615,-123.091654
3162,The Chinese Tea Shop,4.5,101 E Pender Street,49.277615,-123.091654
3163,Rolling Cashew,4.5,401 Industrial Avenue,49.277615,-123.091654
3164,Gastronomy Gastown,4.5,62 East Cordova Street,49.277615,-123.091654
3165,Vankoshary Eats,4.5,1205 East Hastings Street,49.277615,-123.091654
3166,Manpuku Bento,4.5,288 E Pender Street,49.277615,-123.091654
3167,Barbara,4.5,305 East Pender Street,49.277615,-123.091654
3168,Kouign Café,4.5,18 East Pender Street,49.277615,-123.091654
3169,Grab N Go,5.0,1207 Hamilton Street,49.282214,-123.114101
3170,Marine Building,5.0,355 Burrard St,49.282214,-123.114101
3171,Okeya Kyujiro,5.0,1038 Mainland Street,49.282214,-123.114101
3172,Sake Dining Hashigo,5.0,1265 Granville St,49.282214,-123.114101
3173,Manoush'eh,5.0,620 Davie Street,49.282214,-123.114101
3174,The Magnet,5.0,309 W Pender Street,49.282214,-123.114101
3175,Sooda Korean BBQ,5.0,60 West Cordova Street,49.282214,-123.114101
3176,Robba Da Matti,5.0,12 Powell St,49.282214,-123.114101
3177,Social Crust,5.0,335 W Pender St,49.282214,-123.114101
3178,Rainbow Park,5.0,872 Richards Street,49.282214,-123.114101
3179,Jack Poole Plaza,5.0,1055 Canada Place,49.282214,-123.114101
3180,West Hotel & Bar,5.0,488 Carrall St,49.282214,-123.114101
3181,Say Hello Sweets,5.0,620 Quebec Street,49.282214,-123.114101
3182,7 Days Coffee,5.0,920 Beatty Street,49.282214,-123.114101
3183,Smithe Salad,4.5,191 Smithe Street,49.282214,-123.114101
3184,Incognito Coffee,4.5,843 Seymour Street,49.282214,-123.114101
3185,Passione Gelato,4.5,55 Smithe Street,49.282214,-123.114101
3186,VAN CHA,4.5,433 Hornby Street,49.282214,-123.114101
3187,Starbucks,4.5,1088 Burrard Street,49.282214,-123.114101
3188,Le Parfait,4.5,812 Homer Street,49.282214,-123.114101
3189,Golftec,5.0,763 Terminal Avenue,49.266456,-123.100324
3190,Cookies of Course,5.0,,49.266456,-123.100324
3191,La Taqueria Food Truck,5.0,,49.266456,-123.100324
3192,Camion Cafe,5.0,,49.266456,-123.100324
3193,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.266456,-123.100324
3194,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.266456,-123.100324
3195,L'atelier Patisserie,4.5,599 East Broadway,49.266456,-123.100324
3196,Honolulu Coffee,4.5,97 West 2nd Avenue,49.266456,-123.100324
3197,Rolling Cashew,4.5,401 Industrial Avenue,49.266456,-123.100324
3198,Cilantro Indian Cuisine,4.5,189 W Broadway,49.266456,-123.100324
3199,Superbaba,4.5,2419 Main St,49.266456,-123.100324
3200,Frostbites Shave Ice,5.0,,49.266456,-123.100324
3201,TAKE URBAN,4.5,1019 Main St,49.266456,-123.100324
3202,The Watson,5.0,3080 Main Street,49.266456,-123.100324
3203,City of Vancouver,4.5,453 West 12th Avenue,49.266456,-123.100324
3204,On the Grind - Pedalling Epic Coffee,5.0,,49.266456,-123.100324
3205,Dog Meister,5.0,2949 Main Street,49.266456,-123.100324
3206,Taco Nori Sushi Tacos,4.5,,49.266456,-123.100324
3207,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.266456,-123.100324
3208,Jonathan Rogers Park,4.5,110 7 Avenue W,49.266456,-123.100324
3209,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.268216,-123.103168
3210,WA-2!,5.0,1795 Powell Street,49.268216,-123.103168
3211,Cookies of Course,5.0,,49.268216,-123.103168
3212,La Taqueria Food Truck,5.0,,49.268216,-123.103168
3213,Camion Cafe,5.0,,49.268216,-123.103168
3214,7 Days Coffee,5.0,920 Beatty Street,49.268216,-123.103168
3215,Smithe Salad,4.5,191 Smithe Street,49.268216,-123.103168
3216,Passione Gelato,4.5,55 Smithe Street,49.268216,-123.103168
3217,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.268216,-123.103168
3218,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.268216,-123.103168
3219,L'atelier Patisserie,4.5,599 East Broadway,49.268216,-123.103168
3220,Le Petit Belge,4.5,1007 Main Street,49.268216,-123.103168
3221,Lumiere Cafe,4.5,521 West Broadway,49.268216,-123.103168
3222,Honolulu Coffee,4.5,97 West 2nd Avenue,49.268216,-123.103168
3223,Rolling Cashew,4.5,401 Industrial Avenue,49.268216,-123.103168
3224,Cilantro Indian Cuisine,4.5,189 W Broadway,49.268216,-123.103168
3225,Superbaba,4.5,2419 Main St,49.268216,-123.103168
3226,Frostbites Shave Ice,5.0,,49.268216,-123.103168
3227,Farm Ventures,5.0,713 Sullivan Road,49.268216,-123.103168
3228,The Real Patty Co,5.0,,49.268216,-123.103168
3229,Marine Building,5.0,355 Burrard St,49.284554,-123.111031
3230,Okeya Kyujiro,5.0,1038 Mainland Street,49.284554,-123.111031
3231,The Magnet,5.0,309 W Pender Street,49.284554,-123.111031
3232,Sooda Korean BBQ,5.0,60 West Cordova Street,49.284554,-123.111031
3233,Robba Da Matti,5.0,12 Powell St,49.284554,-123.111031
3234,Social Crust,5.0,335 W Pender St,49.284554,-123.111031
3235,Rainbow Park,5.0,872 Richards Street,49.284554,-123.111031
3236,Jack Poole Plaza,5.0,1055 Canada Place,49.284554,-123.111031
3237,West Hotel & Bar,5.0,488 Carrall St,49.284554,-123.111031
3238,Say Hello Sweets,5.0,620 Quebec Street,49.284554,-123.111031
3239,7 Days Coffee,5.0,920 Beatty Street,49.284554,-123.111031
3240,Smithe Salad,4.5,191 Smithe Street,49.284554,-123.111031
3241,Incognito Coffee,4.5,843 Seymour Street,49.284554,-123.111031
3242,Passione Gelato,4.5,55 Smithe Street,49.284554,-123.111031
3243,VAN CHA,4.5,433 Hornby Street,49.284554,-123.111031
3244,Le Parfait,4.5,812 Homer Street,49.284554,-123.111031
3245,Tekkaba,4.5,68 E Cordova Street,49.284554,-123.111031
3246,Ignite Pizzeria,4.5,987 Mainland Street,49.284554,-123.111031
3247,Hoduya,4.5,86 Keefer Place,49.284554,-123.111031
3248,Amante Bakery,4.5,590 Robson St,49.284554,-123.111031
3249,Grab N Go,5.0,1207 Hamilton Street,49.280216,-123.117639
3250,Parker Rooftop,5.0,1379 Howe Street,49.280216,-123.117639
3251,Marine Building,5.0,355 Burrard St,49.280216,-123.117639
3252,Okeya Kyujiro,5.0,1038 Mainland Street,49.280216,-123.117639
3253,Sake Dining Hashigo,5.0,1265 Granville St,49.280216,-123.117639
3254,Cardero Cafe,5.0,1105 Davie St,49.280216,-123.117639
3255,Ssong's Hotdog,5.0,795 Jervis Street,49.280216,-123.117639
3256,Manoush'eh,5.0,620 Davie Street,49.280216,-123.117639
3257,The Magnet,5.0,309 W Pender Street,49.280216,-123.117639
3258,Sooda Korean BBQ,5.0,60 West Cordova Street,49.280216,-123.117639
3259,Number E Food,5.0,1308 Burrard Street,49.280216,-123.117639
3260,Social Crust,5.0,335 W Pender St,49.280216,-123.117639
3261,Rainbow Park,5.0,872 Richards Street,49.280216,-123.117639
3262,George Wainborn Park,5.0,450 Beach Crescent,49.280216,-123.117639
3263,Jack Poole Plaza,5.0,1055 Canada Place,49.280216,-123.117639
3264,West Hotel & Bar,5.0,488 Carrall St,49.280216,-123.117639
3265,7 Days Coffee,5.0,920 Beatty Street,49.280216,-123.117639
3266,Smithe Salad,4.5,191 Smithe Street,49.280216,-123.117639
3267,Incognito Coffee,4.5,843 Seymour Street,49.280216,-123.117639
3268,Passione Gelato,4.5,55 Smithe Street,49.280216,-123.117639
3269,Grab N Go,5.0,1207 Hamilton Street,49.266314,-123.116011
3270,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.266314,-123.116011
3271,WA-2!,5.0,1795 Powell Street,49.266314,-123.116011
3272,George Wainborn Park,5.0,450 Beach Crescent,49.266314,-123.116011
3273,La Taqueria Food Truck,5.0,,49.266314,-123.116011
3274,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.266314,-123.116011
3275,Uno Gelato,4.5,601 Stamps Landing,49.266314,-123.116011
3276,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.266314,-123.116011
3277,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.266314,-123.116011
3278,Sweet Spot,4.5,1178 Marinaside Crescent,49.266314,-123.116011
3279,Lumiere Cafe,4.5,521 West Broadway,49.266314,-123.116011
3280,Obanhmi,4.5,1239 Pacific Boulevard,49.266314,-123.116011
3281,Honolulu Coffee,4.5,97 West 2nd Avenue,49.266314,-123.116011
3282,Rolling Cashew,4.5,401 Industrial Avenue,49.266314,-123.116011
3283,Saucin Staples,4.5,1073 W Broadway,49.266314,-123.116011
3284,Cilantro Indian Cuisine,4.5,189 W Broadway,49.266314,-123.116011
3285,Black Echo Coffee,4.5,1144 Mainland St,49.266314,-123.116011
3286,Deja Brew,4.5,943 W Broadway,49.266314,-123.116011
3287,David Lam Park,4.5,1300 Pacific Blvd,49.266314,-123.116011
3288,River's Sushi,5.0,678 W Broadway,49.266314,-123.116011
3289,mizu sushi co.,5.0,1507 Powell Street,49.280852,-123.084746
3290,Urban Tadka,5.0,1370 E Georgia St,49.280852,-123.084746
3291,Johnny's Pops,5.0,,49.280852,-123.084746
3292,The Garden Strathcona,5.0,868 E Hastings Street,49.280852,-123.084746
3293,Prototype Coffee,5.0,883 East Hastings Street,49.280852,-123.084746
3294,Burdy,5.0,1216 Franklin Street,49.280852,-123.084746
3295,Antojos y Sabores,5.0,1370 East Georgia Street,49.280852,-123.084746
3296,Brick N Cheese,5.0,1370 E georgia Street,49.280852,-123.084746
3297,Henry's Hip Eats,4.5,150-1507 Powell Street,49.280852,-123.084746
3298,Oidé Coffee,4.5,550 Clark Drive,49.280852,-123.084746
3299,VV Tapas Lounge,4.5,957 E Hastings Street,49.280852,-123.084746
3300,Earnest Ice Cream,4.5,1485 Frances Street,49.280852,-123.084746
3301,Vancouver Best Cookies,4.5,1507 Powell Street,49.280852,-123.084746
3302,Vankoshary Eats,4.5,1205 East Hastings Street,49.280852,-123.084746
3303,Manpuku Bento,4.5,288 E Pender Street,49.280852,-123.084746
3304,Barbara,4.5,305 East Pender Street,49.280852,-123.084746
3305,Thank You Pizza,5.0,789 Gore Avenue,49.280852,-123.084746
3306,Yardie Grabz,5.0,,49.280852,-123.084746
3307,Unity Yoga Community,4.5,1536 Venables Street,49.280852,-123.084746
3308,Bar Gobo,5.0,237 Union Street,49.280852,-123.084746
3309,93 Coffee,5.0,1789 Comox Street,49.285512,-123.1384
3310,Sake Dining Hashigo,5.0,1265 Granville St,49.285512,-123.1384
3311,Cardero Cafe,5.0,1105 Davie St,49.285512,-123.1384
3312,Arike Restaurant,5.0,1725 Davie St,49.285512,-123.1384
3313,Ssong's Hotdog,5.0,795 Jervis Street,49.285512,-123.1384
3314,Manoush'eh,5.0,620 Davie Street,49.285512,-123.1384
3315,Number E Food,5.0,1308 Burrard Street,49.285512,-123.1384
3316,Big Bang Sushi,5.0,1103 Denman St,49.285512,-123.1384
3317,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285512,-123.1384
3318,Keto Caveman Davie,5.0,1230 Davie Street,49.285512,-123.1384
3319,English Bay Beach Park,4.5,1700 Beach Avenue,49.285512,-123.1384
3320,Starbucks,4.5,1088 Burrard Street,49.285512,-123.1384
3321,Yasma,4.5,550 Denman Street,49.285512,-123.1384
3322,Tom Sushi,4.5,1175 Davie St,49.285512,-123.1384
3323,Noah's Cafe,4.5,1096 Denman Street,49.285512,-123.1384
3324,Davie Village Bakery,4.5,1216 Davie Street,49.285512,-123.1384
3325,The Red Accordion,4.5,1616 Alberni Street,49.285512,-123.1384
3326,Pho 37,4.5,1578 Robson Street,49.285512,-123.1384
3327,Trish Juice,4.5,981 Hornby Street,49.285512,-123.1384
3328,theKhaykery,4.5,1610 Robson Street,49.285512,-123.1384
3329,Sushi Flamingo,5.0,1-1855 Burrad Street,49.27821,-123.136972
3330,That’s It Cafe,5.0,1612 West 1st Avenue,49.27821,-123.136972
3331,Parker Rooftop,5.0,1379 Howe Street,49.27821,-123.136972
3332,Sake Dining Hashigo,5.0,1265 Granville St,49.27821,-123.136972
3333,Cardero Cafe,5.0,1105 Davie St,49.27821,-123.136972
3334,Arike Restaurant,5.0,1725 Davie St,49.27821,-123.136972
3335,inBtwn Cafe,5.0,1625 Hornby Street,49.27821,-123.136972
3336,Manoush'eh,5.0,620 Davie Street,49.27821,-123.136972
3337,Number E Food,5.0,1308 Burrard Street,49.27821,-123.136972
3338,George Wainborn Park,5.0,450 Beach Crescent,49.27821,-123.136972
3339,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.27821,-123.136972
3340,Keto Caveman Davie,5.0,1230 Davie Street,49.27821,-123.136972
3341,Tru Cafe,5.0,1500 West 2nd Avenue,49.27821,-123.136972
